Ticket id,Interaction id,Interaction date,Mailbox,x_ts,x_ic,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4
23028,64487,44805.75208,support.eu@Company.com,vip privileges,for support and am very happy to provide you any other information you need for identification we have received your support request one of our experts will contact you as soon as possible we will contact you via the contact email you provided as soon as we receive updates if you have any further questions please do not hesitate to contact us sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in to vip privilege sorry for the bad english really trying to explaing to you after attack in my account made hard reset to my company pro and lost the previus account am logging now with another email account to my phone gspace does automatic login according to the phone id no with new id am not vip hope to help you i ask you to clarify your request so that we can give you the best possible solution am able to understand that payment was made from your account but it is not clear yet to me what is your request towards it for your understanding sincerely madalin company company company se is the provider of company mobile services to company and honor device owners in to vip privilege hi about orde konstantinou you sent payment of eur to company se transaction id mw invoice id c f transaction date gmt merchant company se it is about id because of email account had hacked now it has change if you can update my account to vip again will be obliged to you,In-App Purchase / Status of the subscription query,In-App Purchase ,Suggestion,Other,
23027,64459,44805.69653,support.de@Company.com,required account,there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so there is no such thing as to be able to do so,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
23027,64472,44805.72917,support.de@Company.com,required account,for example if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
23020,64423,44805.64653,support.eu@Company.com,money being taken,want this cancelled thankyou get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23019,64422,44805.64444,support.eu@Company.com,thought i was doing a quiz then realised it was going to take monthly money which i've just cancelled thankyou mrs susan pugh 16 hillrise avenue ryde isle of wight po333tt,don know what this payment is for so can you cancel it for me thanks sue hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23019,64427,44805.65,support.eu@Company.com,,we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to thought was doing quiz then realised it was going to take monthly money which ve just cancelled thankyou mrs pugh hillrise avenue ryde isle of wight po tt don know what this payment is for so can you cancel it for me thanks sue pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23019,64436,44805.66319,support.eu@Company.com,cancel,thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android from sent pm to subject cancel we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to thought was doing quiz then realised it was going to take monthly money which ve just cancelled thankyou mrs pugh hillrise avenue ryde isle of wight po tt don know what this payment is for so can you cancel it for me thanks sue pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23019,64437,44805.66875,support.eu@Company.com,canceled,thank for reaching us back and clarifying the situation understand this situation might be difficult for you and how it has caused inconvenience for your situation but rest assured we will do our best to find fitted solution for your problem to proceed further would you please forward us the following details if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with after that we will contact our internal team and get back to you as soon as possible for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to cancel thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android from sent pm to subject cancel we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to thought was doing quiz then realised it was going to take monthly money which ve just cancelled thankyou mrs pugh hillrise avenue ryde isle of wight po tt don know what this payment is for so can you cancel it for me thanks sue pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23016,64413,44805.63194,support.de@Company.com,required account,if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
23016,64419,44805.63958,support.de@Company.com,required account,if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are member of the company if you are member of the company you are,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
23016,64435,44805.66389,support.de@Company.com,required account,if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so if you do not have the right to do so you will have the right to do so,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
23011,64369,44805.60833,support.eu@Company.com,,want to terminate the subscription with the invoicing id y us,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23011,64394,44805.62083,support.eu@Company.com,,would be more than happy to assist you with your inquiry based on our understanding your issue related to canceling subscription unfortunately we do not have the necessary permission to cancel subscriptions on behalf of our users due to privacy concerns will provide you with the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts for your understanding sincerely alexandra se is the provider of company mobile services to company and honor device owners in to jag vill avsluta abonnemanget med fakturerings id y us,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23008,64362,44805.60694,support.eu@Company.com,withdrawal,den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23008,64381,44805.61458,support.eu@Company.com,dismissal,will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23008,64397,44805.61944,support.eu@Company.com,withdrawal,den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23008,64432,44805.66042,support.eu@Company.com,dismissal,for your kind patience as we carefully gathered more information for your inquiry hope this email finds you well our team has confirmed that they issued the refund for transaction made on for sek on the company id associated the account has gb gb and subscribed on please allow up to working days for the amount to reach back to your account after we refunded the transaction the cloud subscription will automatically cancel so you will not be further charged in accordance with the eu law and the cloud user agreement which is accepted by users before buying the subscription customers are not entitled to refund if their refund request is made after more than days for your understanding and kind cooperation for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in to den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in to hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23001,64347,44805.57222,support.eu@Company.com,issue,want to terminate this contract immediately,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23001,64351,44805.58333,support.de@Company.com,cancellation of subscription,if you are entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled to be entitled,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23000,64339,44805.56111,support.eu@Company.com,cancel next payments,m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
23000,64345,44805.56944,support.eu@Company.com,cancel next payments,we hope you re doing well this email is regarding your concern about cancelling your subscription without access to your company device ll be more than happy to assist you further in order to proceed further would you please send us the following details you company id phone number include country code email address proof of last associated transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se after that we will contact our internal team and get back to you as soon as possible also please note that if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site so you will be able to see the payment and purchases window for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to cancel next payments m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment eriksson mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22993,64313,44805.52222,support.eu@Company.com,company support issue submit,product cloud requests view change or cancel subscription contact full name dirk kuhlmann phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
22993,64324,44805.5375,support.de@Company.com,required account,you can find these invoices quickly if you go to settings account center payments and purchases email click on the corresponding order and then on rechness anfordern fill out all the required fields confirm the information entered and click on in the upper right corner to submit your request you can find these invoices quickly if you go to settings account center payments and purchases email click on the corresponding order and then on rechness anfordern fill out all the required fields confirm the information entered and click on in the upper right corner to submit your request you will be able to submit invoice you will be able to submit invoice you will be able to submit invoice you will be able to submit,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request
22991,64306,44805.51458,support.eu@Company.com,unknown payment,could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details
22991,64314,44805.52431,support.eu@Company.com,,we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in to unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
